@relation 'training_tutorial-weka.filters.unsupervised.attribute.Remove-R7,20-24,26,28,30,32-33,35-37,39-41,43-45,47-50,52-56,58-62,64-68,70-75,77-83,85-91,93-99,101-108,110-118,120-128,130-138,140-143-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R3-6,23-38'

@attribute pacman-pos-x numeric
@attribute pacman-pos-y numeric
@attribute ghost1-live numeric
@attribute ghost2-live numeric
@attribute ghost3-live numeric
@attribute ghost4-live numeric
@attribute ghost1-pos-x numeric
@attribute ghost1-pos-y numeric
@attribute ghost2-pos-x numeric
@attribute ghost2-pos-y numeric
@attribute ghost3-pos-x numeric
@attribute ghost3-pos-y numeric
@attribute ghost4-pos-x numeric
@attribute ghost4-pos-y numeric
@attribute wall-x-y1 numeric
@attribute wall-x1-y numeric
@attribute wall-x-y-1 numeric
@attribute wall-x-1-y numeric
@attribute score numeric
@attribute direction {North,South,East,West,Stop}

@data
16,5,0,0,1,1,1,1,3,1,22,12,23,17,0,0,1,0,351,North
16,6,0,0,1,1,1,1,3,1,22,12,23,17,1,0,0,0,350,East
17,6,0,0,1,1,1,1,3,1,22,12,23,17,1,0,0,0,349,East
18,6,0,0,1,1,1,1,3,1,22,12,23,17,1,0,0,0,348,East
19,6,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,0,347,North
19,7,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,1,346,North
19,8,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,1,345,North
19,9,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,1,344,North
19,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,0,0,343,East
20,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,0,0,342,East
21,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,1,0,341,East
22,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,1,0,340,East
23,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,1,0,339,East
24,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,1,0,338,East
25,10,0,0,1,1,1,1,3,1,22,12,23,17,1,0,1,0,337,East
26,10,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,0,336,North
26,11,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,1,335,North
26,12,0,0,1,1,1,1,3,1,22,12,23,17,0,0,0,0,334,West
25,12,0,0,1,1,1,1,3,1,22,12,23,17,0,0,1,0,333,West
24,12,0,0,1,1,1,1,3,1,22,12,23,17,0,0,1,0,332,West
23,12,0,0,1,1,1,1,3,1,22,12,23,17,0,0,1,0,331,West
22,12,0,0,0,1,1,1,3,1,5,1,23,17,0,0,1,0,530,North
22,13,0,0,0,1,1,1,3,1,5,1,23,17,0,0,0,0,529,North
22,14,0,0,0,1,1,1,3,1,5,1,23,17,1,0,0,0,528,East
23,14,0,0,0,1,1,1,3,1,5,1,23,17,1,0,0,0,527,East
24,14,0,0,0,1,1,1,3,1,5,1,23,17,1,0,0,0,526,East
25,14,0,0,0,1,1,1,3,1,5,1,23,17,1,0,0,0,525,East
26,14,0,0,0,1,1,1,3,1,5,1,23,17,0,0,0,0,524,North
26,15,0,0,0,1,1,1,3,1,5,1,23,17,0,0,0,1,523,North
26,16,0,0,0,1,1,1,3,1,5,1,23,17,0,0,0,0,522,West
25,16,0,0,0,1,1,1,3,1,5,1,23,17,0,0,1,0,521,West
24,16,0,0,0,1,1,1,3,1,5,1,23,17,0,0,1,0,520,North
2,10,1,1,1,1,16,5,17,8,22,12,23,17,1,0,1,0,0,East
3,10,1,1,1,1,17,5,17,8,22,12,23,17,1,0,1,0,-1,East
4,10,1,1,1,1,17,5,16,8,23,12,23,16,1,0,1,0,-2,East
5,10,1,1,1,1,17,5,15,8,22,12,24,16,1,0,1,0,-3,East
6,10,1,1,1,1,16,5,14,8,23,12,25,16,1,0,1,0,-4,East
7,10,1,1,1,1,16,6,15,8,23,12,24,16,1,0,1,0,-5,East
8,10,1,1,1,1,15,6,14,8,24,12,24,17,1,0,0,0,-6,East
9,10,1,1,1,1,16,6,14,8,24,12,25,17,1,0,0,0,-7,South
9,9,1,1,1,1,16,6,15,8,24,13,24,17,0,1,0,0,-8,South
9,8,1,1,1,1,16,6,16,8,24,14,23,17,0,0,0,0,-9,East
10,8,1,1,1,1,15,6,16,8,24,13,23,16,1,0,1,0,-10,East
11,8,1,1,1,1,16,6,17,8,23,13,23,17,1,0,1,0,-11,East
12,8,1,1,1,1,16,5,17,8,23,13,23,16,1,0,1,0,-12,East
13,8,1,1,1,1,16,5,17,8,22,13,22,16,1,0,1,0,-13,East
14,8,1,1,1,1,17,5,17,8,21,13,21,16,1,0,1,0,-14,East
15,8,1,1,1,1,17,6,16,8,21,12,20,16,1,0,1,0,-15,East
16,8,1,0,1,1,17,5,3,1,20,12,20,17,1,0,1,0,184,East
17,8,1,0,1,1,17,5,3,1,20,12,20,17,1,1,1,0,183,West
16,8,1,0,1,1,17,6,3,1,20,13,20,18,1,0,1,0,182,West
15,8,1,0,1,1,17,5,3,1,20,12,20,17,1,0,1,0,181,West
14,8,1,0,1,1,17,6,3,1,21,12,20,17,1,0,1,0,180,West
13,8,1,0,1,1,18,6,3,1,21,13,20,18,1,0,1,0,179,West
12,8,1,0,1,1,18,5,3,1,21,13,21,18,1,0,1,0,178,West
11,8,1,0,1,1,17,5,3,1,21,13,22,18,1,0,1,0,177,West
10,8,1,0,1,1,17,6,3,1,21,12,21,18,1,0,1,0,176,West
9,8,1,0,1,1,18,6,3,1,22,12,21,17,0,0,0,0,175,South
9,7,1,0,1,1,19,6,3,1,23,12,20,17,0,1,0,0,174,South
9,6,1,0,1,1,18,6,3,1,22,12,21,17,0,1,0,0,173,South
9,5,1,0,1,1,18,6,3,1,21,12,21,17,0,1,0,0,172,South
9,4,1,0,1,1,19,6,3,1,22,12,22,17,0,1,0,0,171,South
9,3,1,0,1,1,18,6,3,1,22,13,22,16,0,0,1,0,170,East
10,3,1,0,1,1,18,5,3,1,23,13,22,16,1,0,1,0,169,East
11,3,1,0,1,1,19,5,3,1,23,12,22,16,1,0,1,0,168,East
12,3,1,0,1,1,18,5,3,1,24,12,22,16,1,0,1,0,167,East
13,3,1,0,1,1,17,5,3,1,24,13,22,17,1,0,1,0,166,East
14,3,1,0,1,1,18,5,3,1,24,14,22,16,1,0,1,0,165,East
15,3,1,0,1,1,17,5,3,1,25,14,22,17,1,0,1,0,164,East
16,3,1,0,1,1,16,5,3,1,26,14,22,17,1,0,1,0,163,East
17,3,1,0,1,1,16,6,3,1,26,13,23,17,1,0,1,0,162,East
18,3,1,0,1,1,17,6,3,1,26,12,23,17,1,0,1,0,161,East
19,3,1,0,1,1,16,6,3,1,25,12,23,18,1,0,1,0,160,East
20,3,1,0,1,1,16,6,3,1,26,12,24,18,1,0,1,0,159,East
21,3,1,0,1,1,15,6,3,1,26,12,23,18,0,0,1,0,158,North
21,4,1,0,1,1,15,6,3,1,26,12,22,18,0,0,0,1,157,North
21,5,1,0,1,1,16,6,3,1,26,11,21,18,0,0,0,0,156,West
20,5,1,0,1,1,16,6,3,1,26,10,22,18,0,0,1,0,155,West
19,5,1,0,1,1,17,6,3,1,25,10,22,18,0,0,1,0,154,West
18,5,1,0,1,1,18,6,3,1,24,10,21,18,0,0,1,0,153,West
17,5,1,0,1,1,17,6,3,1,25,10,20,18,0,0,1,0,152,North
17,6,0,0,1,1,1,1,3,1,24,10,20,18,1,0,0,0,351,East
18,6,0,0,1,1,1,1,3,1,24,10,20,17,1,0,0,0,350,East
19,6,0,0,1,1,1,1,3,1,25,10,20,18,0,0,0,0,349,East
20,6,0,0,1,1,1,1,3,1,24,10,19,18,0,0,0,0,348,North
20,7,0,0,1,1,1,1,3,1,25,10,20,18,0,1,0,0,347,North
20,8,0,0,1,1,1,1,3,1,24,10,20,17,0,0,0,0,346,East
21,8,0,0,1,1,1,1,3,1,23,10,19,17,1,0,1,0,345,East
22,8,0,0,1,1,1,1,3,1,23,10,19,16,1,0,1,0,344,East
23,8,0,0,1,1,1,1,3,1,24,10,20,16,1,0,1,0,343,East
24,8,0,0,1,1,1,1,3,1,23,10,20,17,1,0,1,0,342,East
25,8,0,0,1,1,1,1,3,1,23,10,19,17,1,0,0,0,341,East
26,8,0,0,1,1,1,1,3,1,23,10,19,16,0,0,0,0,340,North
26,9,0,0,1,1,1,1,3,1,24,10,20,16,0,0,0,1,339,North
26,10,0,0,1,1,1,1,3,1,24,10,20,16,0,0,0,0,338,West
25,10,0,0,0,1,1,1,3,1,5,1,20,17,1,0,1,0,537,West
24,10,0,0,0,1,1,1,3,1,5,1,20,18,1,0,1,0,536,West
23,10,0,0,0,1,1,1,3,1,5,1,20,17,1,0,1,0,535,West
22,10,0,0,0,1,1,1,3,1,5,1,20,16,1,0,1,0,534,West
21,10,0,0,0,1,1,1,3,1,5,1,20,17,1,0,1,0,533,West
20,10,0,0,0,1,1,1,3,1,5,1,20,18,1,0,0,0,532,West
19,10,0,0,0,1,1,1,3,1,5,1,21,18,1,0,0,0,531,West
18,10,0,0,0,1,1,1,3,1,5,1,21,17,1,0,1,0,530,West
17,10,0,0,0,1,1,1,3,1,5,1,21,18,0,0,1,0,529,North
17,11,0,0,0,1,1,1,3,1,5,1,20,18,0,1,0,0,528,North
17,12,0,0,0,1,1,1,3,1,5,1,20,17,0,0,0,0,527,North
17,13,0,0,0,1,1,1,3,1,5,1,21,17,0,0,0,0,526,North
17,14,0,0,0,1,1,1,3,1,5,1,20,17,1,0,0,0,525,West
16,14,0,0,0,1,1,1,3,1,5,1,20,17,1,0,0,0,524,West
15,14,0,0,0,1,1,1,3,1,5,1,20,17,0,0,1,0,523,North
15,15,0,0,0,1,1,1,3,1,5,1,20,18,0,1,0,0,522,North
15,16,0,0,0,1,1,1,3,1,5,1,21,18,0,0,0,1,521,East
16,16,0,0,0,1,1,1,3,1,5,1,21,18,0,0,1,0,520,East
17,16,0,0,0,1,1,1,3,1,5,1,21,18,0,0,1,0,519,East
18,16,0,0,0,1,1,1,3,1,5,1,22,18,0,0,1,0,518,North
18,17,0,0,0,1,1,1,3,1,5,1,22,17,0,0,0,0,517,East
19,17,0,0,0,1,1,1,3,1,5,1,23,17,0,0,0,0,516,North
19,18,0,0,0,1,1,1,3,1,5,1,23,17,1,0,0,0,515,East
20,18,0,0,0,1,1,1,3,1,5,1,24,17,1,0,0,0,514,East
21,18,0,0,0,1,1,1,3,1,5,1,25,17,1,0,0,0,513,East
22,18,0,0,0,1,1,1,3,1,5,1,25,16,1,0,0,0,512,East
23,18,0,0,0,1,1,1,3,1,5,1,24,16,1,0,0,0,511,South
23,17,0,0,0,1,1,1,3,1,5,1,24,16,0,0,0,0,510,East
2,10,1,1,1,1,16,5,17,8,22,12,23,17,1,0,1,0,0,East
3,10,1,1,1,1,17,5,17,8,21,12,23,17,1,0,1,0,-1,East
4,10,1,1,1,1,17,6,16,8,21,13,23,17,1,0,1,0,-2,East
5,10,1,1,1,1,16,6,16,8,21,12,23,16,1,0,1,0,-3,East
6,10,1,1,1,1,17,6,16,8,21,13,22,16,1,0,1,0,-4,East
7,10,1,1,1,1,17,6,17,8,20,13,22,16,1,0,1,0,-5,East
8,10,1,1,1,1,17,6,17,8,20,13,22,17,1,0,0,0,-6,East
9,10,1,1,1,1,18,6,17,8,21,13,21,17,1,0,0,0,-7,South
9,9,1,1,1,1,17,6,16,8,21,13,22,17,0,1,0,0,-8,South
9,8,1,1,1,1,18,6,16,8,21,14,23,17,0,0,0,0,-9,East
10,8,1,1,1,1,19,6,16,8,20,14,22,17,1,0,1,0,-10,East
11,8,1,1,1,1,20,6,17,8,19,14,22,17,1,0,1,0,-11,East
12,8,1,1,1,1,20,5,17,8,19,13,22,18,1,0,1,0,-12,East
13,8,1,1,1,1,21,5,16,8,20,13,22,18,1,0,1,0,-13,East
14,8,1,1,1,1,21,6,15,8,20,12,23,18,1,0,1,0,-14,East
15,8,1,0,1,1,22,6,3,1,20,13,22,18,1,0,1,0,185,East
16,8,1,0,1,1,22,5,3,1,19,13,21,18,1,0,1,0,184,East
17,8,1,0,1,1,22,6,3,1,18,13,21,17,1,1,1,0,183,West
16,8,1,0,1,1,21,6,3,1,18,13,21,16,1,0,1,0,182,West
15,8,1,0,1,1,21,6,3,1,19,13,20,16,1,0,1,0,181,West
14,8,1,0,1,1,22,6,3,1,19,12,21,16,1,0,1,0,180,West
13,8,1,0,1,1,22,5,3,1,19,13,21,16,1,0,1,0,179,West
12,8,1,0,1,1,21,5,3,1,19,14,22,16,1,0,1,0,178,West
11,8,1,0,1,1,21,4,3,1,19,13,21,16,1,0,1,0,177,West
10,8,1,0,1,1,22,4,3,1,19,13,22,16,1,0,1,0,176,West
9,8,1,0,1,1,21,4,3,1,19,13,23,16,0,0,0,0,175,South
9,7,1,0,1,1,21,3,3,1,19,12,22,16,0,1,0,0,174,South
9,6,1,0,1,1,22,3,3,1,19,13,22,17,0,1,0,0,173,South
9,5,1,0,1,1,21,3,3,1,18,13,22,17,0,1,0,0,172,South
9,4,1,0,1,1,22,3,3,1,19,13,22,17,0,1,0,0,171,South
9,3,1,0,1,1,21,3,3,1,18,13,22,16,0,0,1,0,170,East
10,3,1,0,1,1,21,3,3,1,18,12,22,16,1,0,1,0,169,East
11,3,1,0,1,1,22,3,3,1,18,13,21,16,1,0,1,0,168,East
12,3,1,0,1,1,21,3,3,1,17,13,22,16,1,0,1,0,167,East
13,3,1,0,1,1,22,3,3,1,18,13,22,16,1,0,1,0,166,East
14,3,1,0,1,1,22,4,3,1,19,13,22,17,1,0,1,0,165,East
15,3,1,0,1,1,23,4,3,1,19,12,22,17,1,0,1,0,164,East
16,3,1,0,1,1,23,3,3,1,20,12,23,17,1,0,1,0,163,East
17,3,1,0,1,1,23,4,3,1,19,12,23,18,1,0,1,0,162,East
18,3,1,0,1,1,23,3,3,1,20,12,23,17,1,0,1,0,161,East
19,3,1,0,1,1,22,3,3,1,19,12,23,18,1,0,1,0,160,East
20,3,1,0,1,1,22,4,3,1,19,13,24,18,1,0,1,0,159,East
21,3,1,0,1,1,21,4,3,1,19,12,23,18,0,0,1,0,158,North
21,4,0,0,1,1,1,1,3,1,19,13,22,18,0,0,0,1,357,North
21,5,0,0,1,1,1,1,3,1,18,13,23,18,0,0,0,0,356,North
21,6,0,0,1,1,1,1,3,1,18,14,24,18,1,0,0,0,355,West
20,6,0,0,1,1,1,1,3,1,19,14,24,17,0,0,0,0,354,North
20,7,0,0,1,1,1,1,3,1,19,13,24,17,0,1,0,0,353,North
20,8,0,0,1,1,1,1,3,1,20,13,24,17,0,0,0,0,352,North
20,9,0,0,1,1,1,1,3,1,20,13,24,17,0,1,0,0,351,North
20,10,0,0,1,1,1,1,3,1,21,13,24,16,1,0,0,0,350,West
19,10,0,0,1,1,1,1,3,1,21,14,23,16,1,0,0,0,349,West
18,10,0,0,1,1,1,1,3,1,22,14,24,16,1,0,1,0,348,West
17,10,0,0,1,1,1,1,3,1,21,14,24,17,0,0,1,0,347,North
17,11,0,0,1,1,1,1,3,1,22,14,25,17,0,1,0,0,346,North
17,12,0,0,1,1,1,1,3,1,22,13,24,17,0,0,0,0,345,North
17,13,0,0,1,1,1,1,3,1,23,13,24,16,0,0,0,0,344,East
18,13,0,0,1,1,1,1,3,1,23,13,23,16,0,0,0,0,343,East
19,13,0,0,1,1,1,1,3,1,22,13,23,16,0,0,0,0,342,East
20,13,0,0,1,1,1,1,3,1,22,13,23,16,0,0,0,0,341,East
21,13,0,0,1,1,1,1,3,1,23,13,23,16,0,0,0,0,340,East
22,13,0,0,1,1,1,1,3,1,23,12,24,16,0,0,0,0,339,East
23,13,0,0,1,1,1,1,3,1,23,12,25,16,0,0,0,0,338,South
23,12,0,0,0,1,1,1,3,1,5,1,25,16,0,0,1,0,537,North
23,13,0,0,0,1,1,1,3,1,5,1,26,16,0,0,0,0,536,North
23,14,0,0,0,1,1,1,3,1,5,1,26,17,1,0,0,0,535,East
24,14,0,0,0,1,1,1,3,1,5,1,26,16,1,0,0,0,534,East
25,14,0,0,0,1,1,1,3,1,5,1,26,17,1,0,0,0,533,East
26,14,0,0,0,1,1,1,3,1,5,1,25,17,0,0,0,0,532,North
26,15,0,0,0,1,1,1,3,1,5,1,25,16,0,0,0,1,531,North
27,18,1,1,1,1,1,9,4,3,4,18,23,13,1,0,0,0,0,South
27,17,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-1,South
27,16,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-2,West
26,16,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-3,South
26,15,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-4,West
25,15,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-5,South
25,14,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-6,West
24,14,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-7,South
24,13,1,1,1,1,1,9,4,3,4,18,23,13,0,0,0,0,-8,West
23,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,191,West
22,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,190,West
21,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,189,West
20,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,188,West
19,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,187,West
18,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,186,West
17,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,185,West
16,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,1,184,North
16,14,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,1,183,North
16,15,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,182,West
15,15,1,1,1,0,1,9,4,3,4,18,7,1,0,0,1,0,181,West
14,15,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,180,West
13,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,179,West
12,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,178,West
11,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,1,177,South
11,14,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,1,176,South
11,13,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,1,175,South
11,12,1,1,1,0,1,9,4,3,4,18,7,1,0,0,1,0,174,West
10,12,1,1,1,0,1,9,4,3,4,18,7,1,1,0,1,0,173,West
9,12,1,1,1,0,1,9,4,3,4,18,7,1,0,0,1,0,172,North
9,13,1,1,1,0,1,9,4,3,4,18,7,1,0,1,0,0,171,North
9,14,1,1,1,0,1,9,4,3,4,18,7,1,0,1,0,0,170,West
8,14,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,169,North
8,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,168,West
7,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,167,West
6,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,166,West
5,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,165,West
4,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,164,West
3,15,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,163,West
2,15,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,162,North
2,16,1,1,1,0,1,9,4,3,4,18,7,1,0,1,0,0,161,North
2,17,1,1,1,0,1,9,4,3,4,18,7,1,0,0,0,0,160,East
3,17,1,1,1,0,1,9,4,3,4,18,7,1,0,0,1,0,159,North
3,18,1,1,1,0,1,9,4,3,4,18,7,1,1,0,0,0,158,East
4,18,1,1,0,0,1,9,4,3,5,1,7,1,1,0,0,0,357,South
4,17,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,356,West
3,17,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,355,West
2,17,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,354,South
2,16,1,1,0,0,1,9,4,3,5,1,7,1,0,1,0,0,353,South
2,15,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,352,South
2,14,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,351,South
2,13,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,350,South
2,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,349,East
3,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,348,East
4,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,347,East
5,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,346,East
6,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,345,East
7,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,344,East
8,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,343,East
9,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,342,East
10,12,1,1,0,0,1,9,4,3,5,1,7,1,1,0,1,0,341,East
11,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,1,0,340,East
12,12,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,339,South
12,11,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,1,338,South
12,10,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,1,337,South
12,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,336,West
11,9,1,1,0,0,1,9,4,3,5,1,7,1,1,0,1,0,335,West
10,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,334,West
9,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,333,West
8,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,332,West
7,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,331,West
6,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,330,West
5,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,329,West
4,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,328,West
3,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,327,West
2,9,1,1,0,0,1,9,4,3,5,1,7,1,0,0,0,0,326,West
1,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,1,525,East
2,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,524,East
3,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,523,East
4,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,522,East
5,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,521,East
6,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,520,East
7,9,0,1,0,0,1,1,4,3,5,1,7,1,0,0,0,0,519,East
